"id","genero","edad","ocup","cp","len_cp"
"4484","F","25","17","94613","5"
"4485","M","25","4","64112","5"
"4486","M","35","8","98674","5"
"4487","M","25","7","01850","5"
"4488","M","35","7","72703","5"
"4489","M","18","4","78613","5"
"4490","M","35","5","70123","5"
"4491","M","18","4","52405","5"
"4493","F","1","10","10025","5"
"4494","M","45","0","33460","5"
"4495","M","18","4","22906","5"
"4496","M","45","2","06513","5"
"4497","M","50","0","29678","5"
"4498","M","50","7","76054","5"
"4499","M","25","6","62702","5"
"4500","M","50","7","76054","5"
"4501","M","25","17","94118","5"
"4502","M","50","0","01379","5"
"4503","M","56","1","85374","5"
"4504","F","25","0","65775","5"
"4505","M","50","7","39648","5"
"4506","M","50","16","29464","5"
"4507","M","18","4","61820","5"
"4508","M","25","20","15701","5"
"4509","M","25","7","38261","5"
"4510","M","45","7","92503","5"
"4511","M","35","7","62234","5"
"4512","M","25","1","16508","5"
"4513","M","56","0","61704","5"
"4514","M","18","3","48604","5"
"4515","M","56","13","29449","5"
"4516","M","18","4","53142","5"
"4517","F","18","1","48067","5"
"4518","M","25","0","80903","5"
"4519","M","50","7","38135","5"
"4520","M","25","4","45810","5"
"4521","M","35","12","15202","5"
"4522","M","45","1","81004","5"
"4523","M","18","2","55304","5"
"4524","M","25","2","55113","5"
"4525","M","25","14","10021","5"
"4526","M","25","20","10012","5"
"4527","M","18","0","38111","5"
"4528","M","25","14","27605","5"
"4529","M","35","6","84102","5"
"4530","F","35","1","92103","5"
"4531","M","18","4","85701","5"
"4532","M","25","7","10025","5"
"4533","M","25","12","53045","5"
"4534","M","18","4","72202","5"
"4535","M","18","19","17517","5"
"4536","M","18","12","53715","5"
"4537","F","45","1","01379","5"
"4539","M","35","19","01054","5"
"4540","F","25","14","94301","5"
"4541","M","1","10","55427","5"
"4542","M","35","0","94610","5"
"4543","M","25","2","11105","5"
"4544","M","56","1","53705","5"
"4545","M","25","16","47274","5"
"4546","M","25","7","49686","5"
"4547","M","18","12","02115","5"
"4548","M","18","2","27514","5"
"4549","F","1","10","99016","5"
"4550","M","18","16","24541","5"
"4551","M","18","12","60622","5"
"4552","M","25","0","22306","5"
"4553","F","35","16","48237","5"
"4554","F","25","9","48306","5"
"4555","F","18","9","73008","5"
"4556","M","45","16","55011","5"
"4557","M","25","14","02134","5"
"4558","M","35","14","48217","5"
"4559","M","25","7","05346","5"
"4560","M","25","0","69301","5"
"4561","F","25","9","84037","5"
"4562","M","35","10","94133","5"
"4563","F","25","6","22903","5"
"4564","M","35","12","19107","5"
"4565","M","35","14","94085","5"
"4566","M","35","17","19473","5"
"4567","M","18","4","98105","5"
"4568","F","25","4","90034","5"
"4569","M","25","0","21532","5"
"4570","M","45","17","60185","5"
"4571","M","35","7","21013","5"
"4572","F","1","10","17036","5"
"4573","M","50","16","11963","5"
"4574","M","25","4","60614","5"
"4575","F","1","10","03608","5"
"4576","F","25","7","48237","5"
"4577","M","35","7","48306","5"
"4578","M","25","0","02134","5"
"4579","F","18","4","63332","5"
"4580","F","56","13","97113","5"
"4581","M","25","1","19103","5"
"4582","F","25","0","55408","5"
"4583","M","50","1","48371","5"
"4584","F","45","0","11372","5"
"4585","M","35","7","30324","5"
"4586","M","25","4","01604","5"
"4587","M","35","14","07920","5"
"4588","F","25","4","48042","5"
"4589","M","25","17","02139","5"
"4590","F","18","20","55104","5"
"4591","M","25","15","02143","5"
"4592","M","18","4","66044","5"
"4593","F","45","1","43202","5"
"4594","M","35","16","55303","5"
"4595","M","25","18","97034","5"
"4596","F","18","4","94611","5"
"4597","F","25","4","22207","5"
"4598","F","35","3","48237","5"
"4599","F","35","0","04287","5"
"4600","M","25","0","46240","5"
"4601","M","35","14","55415","5"
"4602","M","35","7","10021","5"
"4603","F","35","2","33619","5"
"4604","M","25","15","10461","5"
"4605","M","25","15","92656","5"
"4606","F","1","10","90291","5"
"4607","M","25","0","27403","5"
"4608","F","25","0","02144","5"
"4609","F","25","4","53951","5"
"4610","F","25","4","53951","5"
"4611","F","18","4","78705","5"
"4612","F","18","4","94702","5"
"4613","M","25","12","41042","5"
"4614","F","45","1","10469","5"
"4615","M","25","17","61615","5"
"4616","M","25","20","11717","5"
"4617","F","25","6","55433","5"
"4618","M","25","14","97202","5"
"4619","F","25","1","97225","5"
"4620","F","18","17","94606","5"
"4621","M","25","4","94305","5"
"4622","M","25","12","55433","5"
"4623","M","25","16","22207","5"
"4624","M","25","12","84062","5"
"4625","M","25","7","92691","5"
"4626","M","25","14","97219","5"
"4627","M","56","1","45224","5"
"4628","F","56","6","23225","5"
"4629","F","18","4","94309","5"
"4630","F","25","4","94610","5"
"4631","M","18","4","94111","5"
"4632","M","25","0","98040","5"
"4633","M","1","0","48302","5"
"4634","M","50","20","98119","5"
"4635","M","18","4","94703","5"
"4636","M","18","2","10010","5"
"4637","F","35","9","48302","5"
"4638","M","25","4","55417","5"
"4639","M","35","11","20895","5"
"4640","M","25","4","55417","5"
"4641","M","25","7","20016","5"
"4642","M","25","0","44691","5"
"4643","M","25","0","98115","5"
"4644","M","50","1","19481","5"
"4645","F","50","6","48094","5"
"4646","F","25","6","90405","5"
"4647","M","35","20","80222","5"
"4648","M","18","4","73071","5"
"4649","M","56","13","10025","5"
"4650","M","25","7","30041","5"
"4651","F","45","0","10036","5"
"4652","F","25","7","94115","5"
"4653","M","35","12","95051","5"
"4654","M","35","20","94574","5"
"4655","F","25","1","92037","5"
"4656","M","25","17","94041","5"
"4657","M","45","14","55416","5"
"4658","M","25","4","99163","5"
"4659","F","25","14","37076","5"
"4660","F","18","4","06074","5"
"4661","M","45","15","85255","5"
"4662","F","18","4","84109","5"
"4663","M","25","4","92037","5"
"4664","F","45","7","77006","5"
"4665","M","35","2","03431","5"
"4666","M","35","1","53704","5"
"4667","M","25","14","94117","5"
"4668","M","35","14","74012","5"
"4669","M","35","7","19004","5"
"4670","M","35","5","91343","5"
"4671","M","25","12","94043","5"
"4672","M","56","13","94306","5"
"4673","M","35","16","94705","5"
"4674","F","35","7","08318","5"
"4675","F","18","4","27514","5"
"4676","M","45","14","46038","5"
"4677","M","50","6","05055","5"
"4678","M","35","2","90292","5"
"4679","M","56","13","76051","5"
"4680","M","35","0","04473","5"
"4681","F","35","15","06119","5"
"4682","M","25","7","05346","5"
"4683","M","25","0","22101","5"
"4684","F","25","0","04473","5"
"4685","M","35","1","55454","5"
"4686","M","18","1","50201","5"
"4687","M","35","14","01746","5"
"4688","M","25","9","44310","5"
"4689","M","18","12","02215","5"
"4690","F","1","10","79605","5"
"4691","F","45","17","55419","5"
"4692","F","25","7","78703","5"
"4693","M","18","1","60626","5"
"4694","M","56","7","40505","5"
"4695","M","18","18","56002","5"
"4696","M","18","12","10027","5"
"4697","M","18","10","79605","5"
"4698","F","25","6","55417","5"
"4699","F","18","0","91765","5"
"4700","F","18","4","48109","5"
"4701","M","45","17","18036","5"
"4702","M","25","11","13031","5"
"4703","M","25","7","02035","5"
"4704","M","18","20","02601","5"
"4705","F","18","0","75115","5"
"4706","M","25","14","68502","5"
"4707","M","1","0","92804","5"
"4708","M","25","0","60647","5"
"4709","M","45","0","06804","5"
"4710","F","35","16","24450","5"
"4711","M","25","17","32250","5"
"4712","M","35","17","03824","5"
"4713","M","25","17","90245","5"
"4714","M","50","1","55405","5"
"4715","M","25","2","97205","5"
"4716","F","25","16","02465","5"
"4717","M","45","17","48310","5"
"4718","M","35","7","03885","5"
"4719","F","35","9","02816","5"
"4720","M","25","2","90035","5"
"4721","M","35","11","95405","5"
"4722","M","35","12","55122","5"
"4724","F","56","6","01852","5"
"4726","F","35","16","95828","5"
"4727","F","56","0","98801","5"
"4728","M","25","19","31401","5"
"4729","M","50","16","55347","5"
"4730","M","50","11","04102","5"
"4731","M","25","17","98033","5"
"4732","M","25","14","24450","5"
"4733","M","18","18","52301","5"
"4734","M","50","1","93105","5"
"4735","M","45","3","50312","5"
"4736","M","18","20","91505","5"
"4737","M","35","16","19003","5"
"4738","M","56","1","23608","5"
"4739","M","25","3","32580","5"
"4740","F","25","3","38134","5"
"4741","M","35","7","15203","5"
"4742","M","25","3","94118","5"
"4743","M","56","13","63122","5"
"4744","M","50","15","12740","5"
"4745","F","18","4","06268","5"
"4747","M","18","4","26201","5"
"4748","M","45","16","60302","5"
"4749","M","45","0","23462","5"
"4750","F","25","0","91107","5"
"4751","M","50","15","02474","5"
"4752","F","18","4","94121","5"
"4753","M","56","1","03825","5"
"4754","F","18","0","91107","5"
"4755","F","56","7","93060","5"
"4756","M","56","16","55901","5"
"4757","M","35","17","23451","5"
"4758","F","56","13","03261","5"
"4759","F","50","0","04259","5"
"4760","M","35","17","06110","5"
"4761","M","18","15","21042","5"
"4762","F","25","14","94110","5"
"4763","M","56","11","04259","5"
"4764","M","1","10","03608","5"
"4765","F","35","16","03301","5"
"4766","M","35","16","10014","5"
"4767","F","35","9","03769","5"
"4768","M","25","4","22030","5"
"4769","M","25","1","02571","5"
"4770","F","35","7","10012","5"
"4771","F","25","4","04101","5"
"4772","M","56","17","03801","5"
"4773","M","45","1","22314","5"
"4774","M","45","14","07458","5"
"4775","M","25","17","23462","5"
"4776","F","25","3","46227","5"
"4777","M","25","2","46142","5"
"4778","M","25","0","46227","5"
"4779","M","45","3","04011","5"
"4780","M","25","12","94114","5"
"4781","F","50","6","04086","5"
"4782","M","45","1","78212","5"
"4783","M","25","0","60618","5"
"4784","F","35","6","48105","5"
"4785","F","25","14","55104","5"
"4786","M","45","6","22630","5"
"4787","M","1","11","94610","5"
"4788","M","35","7","85331","5"
"4789","M","35","2","55104","5"
"4790","F","25","2","94133","5"
"4791","M","18","4","55116","5"
"4792","F","50","7","94123","5"
"4793","F","25","6","48108","5"
"4794","F","35","0","46142","5"
"4795","M","45","16","10962","5"
"4796","M","35","7","98103","5"
"4797","F","35","17","84067","5"
"4798","M","25","1","19335","5"
"4799","F","18","4","02809","5"
"4800","M","18","4","80521","5"
"4801","M","25","4","30349","5"
"4802","M","56","1","40601","5"
"4803","F","25","16","45750","5"
"4804","F","35","1","44107","5"
"4805","M","35","1","45750","5"
"4806","M","25","17","90031","5"
"4807","M","1","2","04101","5"
"4809","F","50","4","20902","5"
"4810","M","18","12","80526","5"
"4811","M","35","1","01773","5"
"4812","M","18","14","25301","5"
"4813","F","35","9","46077","5"
"4814","M","18","14","80526","5"
"4815","F","50","18","04849","5"
"4816","F","45","6","04240","5"
"4817","M","25","1","20912","5"
"4818","F","25","17","91007","5"
"4819","M","35","18","17350","5"
"4820","M","50","11","04210","5"
"4821","M","18","19","75080","5"
"4822","F","35","0","01545","5"
"4823","M","18","4","46219","5"
"4824","M","25","7","55411","5"
"4825","M","25","17","94602","5"
"4826","M","45","12","55436","5"
"4827","M","35","0","13045","5"
"4828","F","18","20","60194","5"
"4829","M","25","0","20008","5"
"4830","M","1","10","55317","5"
"4831","F","25","1","04210","5"
"4832","M","25","14","17857","5"
"4833","M","35","16","81321","5"
"4834","F","45","9","03862","5"
"4835","M","25","20","14450","5"
"4836","F","45","16","04074","5"
"4837","M","25","5","46254","5"
"4838","M","45","1","48309","5"
"4839","F","50","6","95014","5"
"4840","F","45","6","63135","5"
"4841","M","25","12","94114","5"
"4842","F","35","1","23062","5"
"4843","M","56","1","04032","5"
"4844","M","45","7","03840","5"
"4845","F","25","1","55413","5"
"4846","F","25","2","90066","5"
"4847","M","25","12","94131","5"
"4848","F","35","6","54971","5"
"4849","F","18","4","44515","5"
"4850","F","45","3","44555","5"
"4851","M","18","17","44406","5"
"4852","M","35","0","42025","5"
"4853","M","25","7","55346","5"
"4854","F","50","13","03851","5"
"4855","M","25","12","90034","5"
"4856","M","25","7","94110","5"
"4857","M","25","14","23434","5"
"4858","M","25","1","04086","5"
"4859","F","18","14","50401","5"
"4860","M","25","2","60640","5"
"4861","M","25","4","04309","5"
"4862","M","25","0","94086","5"
"4863","F","25","9","84037","5"
"4864","M","18","20","63132","5"
"4865","F","35","14","02130","5"
"4866","M","56","12","04085","5"
"4867","M","25","16","04101","5"
"4868","M","35","17","03820","5"
"4869","F","45","6","04578","5"
"4870","F","35","3","04108","5"
"4871","M","18","12","04096","5"
"4872","M","45","1","03909","5"
"4873","M","56","11","13760","5"
"4874","F","25","4","70808","5"
"4875","M","35","0","97403","5"
"4876","F","35","17","98201","5"
"4877","M","25","4","94703","5"
"4878","M","50","4","94070","5"
"4879","M","25","3","60626","5"
"4880","F","45","9","95030","5"
"4881","M","45","16","55406","5"
"4882","M","45","11","03301","5"
"4883","F","1","10","02906","5"
"4884","M","35","14","90266","5"
"4885","M","56","1","23513","5"
"4886","F","35","17","92509","5"
"4887","M","18","2","19072","5"
"4888","F","56","0","08055","5"
"4889","M","18","4","63108","5"
"4890","F","25","1","79928","5"
"4891","M","35","17","94132","5"
"4892","M","25","12","55405","5"
"4893","M","25","17","48092","5"
"4894","M","35","7","14607","5"
"4895","F","25","3","52001","5"
"4896","M","35","6","84103","5"
"4897","M","35","16","16844","5"
"4898","M","25","1","27713","5"
"4899","M","25","12","94402","5"
"4900","M","25","20","33626","5"
"4901","M","25","7","11228","5"
"4902","M","35","14","84057","5"
"4903","M","35","12","95952","5"
"4904","M","50","15","63121","5"
"4905","F","45","1","60417","5"
"4906","M","50","17","49506","5"
"4907","F","50","7","55082","5"
"4908","M","35","15","85282","5"
"4909","F","35","12","94014","5"
"4910","M","18","12","84041","5"
"4911","F","25","0","55421","5"
"4912","F","50","20","98115","5"
"4914","F","25","1","02453","5"
"4915","M","25","12","91423","5"
"4916","M","18","20","85054","5"
"4917","M","45","0","27312","5"
"4918","F","18","12","84107","5"
"4919","M","18","0","84058","5"
"4920","M","35","1","02144","5"
"4921","F","25","15","92507","5"
"4922","M","18","17","98121","5"
"4923","M","45","18","99826","5"
"4924","F","35","0","99801","5"
"4925","F","35","6","55401","5"
"4926","M","1","10","55616","5"
"4927","M","45","0","97520","5"
"4928","F","25","3","92103","5"
"4929","M","45","1","63105","5"
"4930","M","50","17","63033","5"
"4931","M","50","17","90031","5"
"4932","M","25","7","63303","5"
"4933","M","25","15","94040","5"
"4934","F","25","0","55108","5"
"4935","M","35","17","62958","5"
"4936","F","18","4","63144","5"
"4937","M","35","0","02108","5"
"4938","F","18","4","55406","5"
"4939","M","25","7","63105","5"
"4940","F","50","11","94102","5"
"4941","M","56","20","44281","5"
"4942","M","45","12","40515","5"
"4943","F","50","0","55401","5"
"4944","M","50","17","14568","5"
"4945","M","50","0","62234","5"
"4946","F","35","1","91106","5"
"4947","M","35","17","90035","5"
"4948","M","45","2","94618","5"
"4949","M","18","4","55104","5"
"4950","M","25","16","55421","5"
"4951","F","35","17","90291","5"
"4952","F","25","14","48067","5"
"4953","M","35","12","55082","5"
"4954","M","45","0","92679","5"
"4955","M","56","13","55804","5"
"4956","M","35","15","77007","5"
"4957","M","25","2","48197","5"
"4958","M","18","7","55403","5"
"4959","M","25","17","23454","5"
"4960","M","56","1","55116","5"
"4961","M","25","7","46220","5"
"4962","M","25","6","55439","5"
"4963","M","45","17","94931","5"
"4964","M","35","0","94110","5"
"4966","M","50","14","55407","5"
"4967","M","18","4","94708","5"
"4968","F","50","20","95404","5"
"4969","M","18","19","94111","5"
"4970","F","25","12","94526","5"
"4971","M","35","7","94086","5"
"4972","M","35","0","95118","5"
"4974","M","35","20","94131","5"
"4975","M","35","0","90065","5"
"4976","M","25","11","65775","5"
"4977","M","25","4","92507","5"
"4978","M","35","14","68108","5"
"4979","M","35","2","55423","5"
"4980","M","25","1","55403","5"
"4981","M","50","1","55406","5"
"4982","M","25","12","63043","5"
"4983","F","45","16","55116","5"
"4984","M","35","0","55405","5"
"4985","M","35","0","29063","5"
"4986","M","18","12","55401","5"
"4987","F","56","8","90210","5"
"4988","M","25","17","55105","5"
"4989","M","25","0","55121","5"
"4990","F","25","4","55407","5"
"4991","F","56","14","91791","5"
"4992","F","25","2","55106","5"
"4993","M","45","17","54022","5"
"4994","M","45","17","56001","5"
"4995","M","50","20","55419","5"
"4996","M","35","7","94550","5"
"4997","M","1","10","90210","5"
"4998","F","18","4","48433","5"
"4999","F","56","13","92407","5"
"5000","M","25","4","46254","5"
"5001","F","25","2","63119","5"
"5002","M","25","17","90505","5"
"5003","M","35","12","49508","5"
"5004","F","56","1","90402","5"
"5005","M","45","16","92807","5"
"5006","M","35","3","48827","5"
"5007","F","18","4","91030","5"
"5008","M","25","20","60615","5"
"5009","F","45","16","65441","5"
"5010","M","45","15","63119","5"
"5011","M","18","4","64154","5"
"5012","M","50","15","48103","5"
"5013","M","18","4","26241","5"
"5014","M","45","0","92626","5"
"5015","M","35","6","92672","5"
"5016","F","35","1","89447","5"
"5017","M","35","12","91104","5"
"5018","F","56","12","90290","5"
"5019","M","25","7","10025","5"
"5020","F","56","13","90241","5"
"5021","M","50","6","90504","5"
"5022","M","35","7","91001","5"
"5023","M","35","20","91505","5"
"5024","F","45","1","14618","5"
"5025","M","25","20","60615","5"
"5026","M","25","17","92584","5"
"5027","F","25","14","05345","5"
"5028","M","25","12","92404","5"
"5029","M","25","4","70115","5"
"5030","M","18","1","70006","5"
"5031","F","25","4","89431","5"
"5032","M","18","17","02139","5"
"5033","F","56","13","60506","5"
"5034","F","25","15","62901","5"
"5035","F","25","17","19810","5"
"5036","M","35","7","14850","5"
"5037","M","35","12","11375","5"
"5038","M","25","20","10010","5"
"5039","F","35","4","97068","5"
"5040","M","45","12","44312","5"
"5041","F","45","6","60031","5"
"5042","F","18","2","55408","5"
"5043","F","18","6","92145","5"
"5044","F","35","6","23507","5"
"5045","M","35","0","43081","5"
"5046","M","25","16","60614","5"
"5047","M","45","6","23452","5"
"5048","F","35","7","30350","5"
"5049","M","25","12","60613","5"
"5050","F","18","4","11024","5"
"5051","F","50","7","11771","5"
"5052","M","35","16","02536","5"
"5053","M","25","4","84111","5"
"5054","M","35","2","20818","5"
"5055","F","35","16","97330","5"
"5056","M","45","1","16673","5"
"5057","M","50","7","84093","5"
"5058","M","56","17","84121","5"
"5059","M","45","16","22652","5"
"5061","F","18","19","05070","5"
"5062","M","50","16","65401","5"
"5063","F","1","10","22801","5"
"5064","M","18","4","43215","5"
"5065","M","25","14","28715","5"
"5066","F","25","1","23603","5"
"5067","M","56","13","97520","5"
"5068","M","35","7","19004","5"
"5069","F","56","0","95062","5"
"5070","M","25","2","55344","5"
"5071","F","25","7","75093","5"
"5072","M","45","17","97330","5"
"5073","M","56","2","93950","5"
"5074","M","1","0","20132","5"
"5075","M","50","6","97470","5"
"5076","M","25","3","19147","5"
"5077","M","25","2","20037","5"
"5078","M","45","7","19067","5"
"5079","M","25","4","70003","5"
"5080","F","50","12","95472","5"
"5081","F","18","4","19102","5"
"5082","M","35","1","23185","5"
"5083","M","25","4","16803","5"
"5084","M","18","4","10013","5"
"5085","M","56","17","75225","5"
"5086","M","25","1","23462","5"
"5087","F","25","6","19102","5"
"5088","M","25","17","38111","5"
"5089","F","35","16","77027","5"
"5090","F","35","19","75069","5"
"5091","M","25","17","19810","5"
"5092","M","56","14","18954","5"
"5093","M","50","7","19047","5"
"5094","M","18","10","67206","5"
"5095","F","35","1","23508","5"
"5096","M","25","11","75206","5"
"5097","M","56","16","19131","5"
"5098","M","50","7","19380","5"
"5099","M","18","0","02780","5"
"5101","M","25","0","90069","5"
"5102","M","25","12","90240","5"
"5103","F","35","16","78222","5"
"5104","M","35","20","19108","5"
"5105","M","50","7","18977","5"
"5106","F","35","1","19348","5"
"5107","F","45","0","08081","5"
"5108","F","25","9","93940","5"
"5109","F","45","6","19802","5"
"5110","M","35","15","78250","5"
"5111","M","35","2","78006","5"
"5112","M","35","13","89128","5"
"5113","M","25","0","55408","5"
"5114","F","1","10","22932","5"
"5115","M","56","12","02143","5"
"5116","M","35","6","95521","5"
"5117","F","25","0","70118","5"
"5118","M","1","10","95123","5"
"5119","F","25","0","10011","5"
"5120","M","50","7","80302","5"
"5121","M","25","7","91608","5"
"5122","M","25","0","20009","5"
"5123","M","50","12","34761","5"
"5124","M","35","2","20818","5"
"5125","M","45","0","10016","5"
"5126","M","25","11","02453","5"
"5127","M","45","5","98502","5"
"5128","M","50","7","94709","5"
"5129","M","45","17","40515","5"
"5130","F","50","1","33149","5"
"5131","F","25","1","77707","5"
"5132","M","35","7","77565","5"
"5133","M","18","11","10028","5"
"5134","M","25","17","95014","5"
"5135","M","35","7","64055","5"
"5136","M","25","12","91106","5"
"5137","M","18","18","65265","5"
"5138","M","25","17","35205","5"
"5139","M","50","16","12866","5"
"5140","M","25","6","35205","5"
"5141","M","18","17","55423","5"
"5142","M","25","1","92101","5"
"5143","M","18","4","44502","5"
"5144","F","50","0","66762","5"
"5146","M","56","1","04240","5"
"5147","M","18","0","48314","5"
"5148","M","25","20","98101","5"
"5149","M","35","1","10012","5"
"5150","M","25","3","98034","5"
"5151","M","18","19","30662","5"
"5152","F","25","4","44406","5"
"5153","M","25","7","60046","5"
"5154","M","25","16","20007","5"
"5155","M","25","16","33301","5"
"5156","M","18","14","10024","5"
"5157","M","35","1","74012","5"
"5158","F","18","4","44509","5"
"5159","M","35","7","37027","5"
"5160","F","18","4","90066","5"
"5161","M","25","4","30052","5"
"5162","M","25","17","94043","5"
"5163","M","45","6","53216","5"
"5164","F","35","17","91107","5"
"5165","M","35","6","91103","5"
"5166","M","50","6","42420","5"
"5167","M","18","15","06114","5"
"5168","M","35","7","01720","5"
"5169","F","50","4","53562","5"
"5170","M","18","4","63141","5"
"5171","M","56","17","92009","5"
"5172","F","35","11","05602","5"
"5173","M","1","10","60423","5"
"5174","M","45","1","45208","5"
"5175","F","35","9","33445","5"
"5176","M","1","10","60423","5"
"5177","M","45","14","30005","5"
"5178","M","50","0","45420","5"
"5179","M","25","12","94110","5"
"5180","M","35","11","85044","5"
"5181","M","25","7","19003","5"
"5182","F","35","7","55441","5"
"5183","F","18","20","45202","5"
"5184","M","18","20","67212","5"
"5185","F","35","4","44485","5"
"5186","M","35","12","96555","5"
"5187","M","18","16","06510","5"
"5188","F","35","9","44406","5"
"5189","F","45","7","80304","5"
"5190","F","35","0","85024","5"
"5191","F","25","4","55455","5"
"5192","M","25","7","80303","5"
"5193","M","35","12","14619","5"
"5194","M","25","7","55409","5"
"5195","M","35","7","80304","5"
"5196","M","56","7","20814","5"
"5197","F","56","3","75001","5"
"5198","F","18","4","55118","5"
"5199","F","25","1","35243","5"
"5200","F","35","15","43065","5"
"5201","M","50","7","95376","5"
"5202","M","18","4","02871","5"
"5203","F","45","6","01545","5"
"5204","M","50","13","56342","5"
"5205","M","25","1","02908","5"
"5206","M","35","7","91302","5"
"5207","M","25","0","98102","5"
"5208","M","25","4","55455","5"
"5209","M","50","1","46077","5"
"5210","F","35","17","60618","5"
"5211","M","25","1","40214","5"
"5212","M","18","2","90025","5"
"5213","M","18","0","31211","5"
"5214","F","35","9","07452","5"
"5215","F","56","6","91941","5"
"5216","M","18","2","81291","5"
"5217","M","25","17","01060","5"
"5218","M","18","0","89129","5"
"5219","M","18","4","94706","5"
"5220","M","25","7","91436","5"
"5221","F","56","1","96734","5"
"5222","M","25","12","94501","5"
"5223","M","56","10","11361","5"
"5224","M","35","1","10016","5"
"5225","M","18","4","55120","5"
"5226","M","35","0","98122","5"
"5227","M","18","10","64050","5"
"5228","M","1","0","75070","5"
"5229","M","25","0","60173","5"
"5230","M","25","12","91104","5"
"5231","M","35","7","92506","5"
"5232","M","25","4","14607","5"
"5233","M","25","5","97213","5"
"5234","F","25","0","60657","5"
"5235","M","25","4","14607","5"
"5236","M","25","14","46268","5"
"5237","M","25","7","55441","5"
"5238","F","50","16","07462","5"
"5239","M","35","7","07043","5"
"5240","F","25","0","94104","5"
"5241","F","25","4","02138","5"
"5242","M","25","1","14608","5"
"5243","M","1","10","54220","5"
"5244","M","18","4","01095","5"
"5245","F","45","1","27615","5"
"5246","F","18","0","64030","5"
"5247","F","1","10","01915","5"
"5248","F","45","14","22206","5"
"5249","F","45","14","75006","5"
"5250","M","50","6","01545","5"
"5251","F","25","17","97330","5"
"5252","M","25","20","60622","5"
"5253","F","56","13","02838","5"
"5254","M","18","4","32606","5"
"5255","M","1","10","55305","5"
"5256","M","25","16","30269","5"
"5257","F","25","2","10019","5"
"5258","M","35","4","58369","5"
"5259","M","25","6","94404","5"
"5260","M","35","7","78705","5"
"5261","M","35","12","10025","5"
"5262","F","25","14","46220","5"
"5263","M","35","7","40601","5"
"5264","M","18","4","15217","5"
"5265","M","45","1","97405","5"
"5266","M","35","1","42718","5"
"5267","M","35","7","20191","5"
"5268","F","25","2","68502","5"
"5269","M","18","0","37211","5"
"5270","M","25","12","87571","5"
"5271","F","25","0","94110","5"
"5272","M","25","7","90210","5"
"5273","M","56","20","91030","5"
"5274","M","25","0","60611","5"
"5275","M","25","17","60611","5"
"5276","F","25","4","91740","5"
"5277","M","25","20","91740","5"
"5278","F","25","7","55122","5"
"5279","F","25","14","55418","5"
"5280","M","18","4","12604","5"
"5281","M","25","2","90210","5"
"5282","F","18","4","63146","5"
"5283","M","18","2","63138","5"
"5284","M","25","16","55426","5"
"5285","M","18","4","55410","5"
"5286","M","45","16","97068","5"
"5287","M","25","8","85203","5"
"5288","M","56","13","94114","5"
"5289","M","45","2","94102","5"
"5290","F","18","4","60613","5"
"5291","M","45","1","44406","5"
"5292","M","25","0","97401","5"
"5293","M","25","12","95030","5"
"5294","M","25","2","60626","5"
"5295","M","35","7","55124","5"
"5296","F","1","0","27245","5"
"5297","M","25","12","19067","5"
"5298","M","35","17","55126","5"
"5299","M","25","2","43202","5"
"5300","M","25","20","94111","5"
"5301","M","25","17","00693","5"
"5302","F","1","10","02332","5"
"5303","F","56","6","45504","5"
"5304","F","35","9","55410","5"
"5305","F","18","4","95602","5"
"5306","F","25","17","92121","5"
"5307","M","25","5","85281","5"
"5308","M","56","7","27410","5"
"5309","M","25","0","02478","5"
"5310","F","56","1","60605","5"
"5312","M","25","1","10463","5"
"5313","M","56","0","55406","5"
"5314","F","25","0","94107","5"
"5315","M","25","12","22903","5"
"5316","M","18","4","55104","5"
"5317","F","25","0","02138","5"
"5318","M","18","17","98122","5"
"5319","M","18","17","94941","5"
"5320","F","18","5","43201","5"
"5321","M","25","4","02457","5"
"5322","M","35","17","97330","5"
"5323","M","25","20","94122","5"
"5324","M","25","7","02150","5"
"5325","F","50","7","86001","5"
"5326","M","25","2","55408","5"
"5327","M","25","7","55408","5"
"5328","F","25","4","91740","5"
"5329","F","25","5","91773","5"
"5330","F","25","0","19143","5"
"5331","M","35","14","06880","5"
"5332","M","18","4","30332","5"
"5333","F","25","7","02332","5"
"5334","F","56","13","46140","5"
"5335","M","25","14","75093","5"
"5336","M","56","7","75041","5"
"5338","M","25","17","27609","5"
"5339","M","18","17","60193","5"
"5340","F","50","3","95032","5"
"5341","F","25","3","85018","5"
"5342","F","35","7","22039","5"
"5343","F","25","9","60201","5"
"5344","F","50","1","98177","5"
"5345","F","25","17","80003","5"
"5346","F","25","3","97330","5"
"5347","M","25","6","53705","5"
"5348","M","18","5","55414","5"
"5349","F","50","2","97424","5"
"5350","M","18","5","55344","5"
"5351","F","45","1","85259","5"
"5352","F","35","5","55306","5"
"5353","M","25","6","77030","5"
"5354","F","45","3","78759","5"
"5355","M","56","0","78232","5"
"5356","M","45","0","78703","5"
"5357","F","18","20","60123","5"
"5358","M","35","7","10625","5"
"5359","M","18","16","27705","5"
"5360","M","18","12","43650","5"
"5361","F","50","16","92026","5"
"5362","M","35","13","63130","5"
"5363","M","56","13","30673","5"
"5364","F","25","3","55408","5"
"5365","M","18","12","90250","5"
"5366","M","18","12","90045","5"
"5367","M","18","4","55344","5"
"5368","F","25","17","20120","5"
"5369","M","25","15","02139","5"
"5370","M","25","12","98074","5"
